sale_id,date,day_of_week,product_name,category,size,color,quantity_sold,price (Rs.),discount (%),total_amount (Rs.),payment_method,customer_gender,age_group,store_section,invoice_id,transaction_time,sku_id
S001185,2026-08-09,Sunday,Kids Sports Shoes,Footwear,13C,Blue,1,899.00,20,719.20,Card,Male,Young Adult (20-30),Kids,INV000597,15:50:00,P22-13C-BLUE
S001186,2026-08-09,Sunday,Sandals,Footwear,8,Gold,1,999.00,0,999.00,UPI,Female,Adult (31-45),Women,INV000598,12:16:00,P21-8-GOLD
S001187,2026-08-09,Sunday,Sandals,Footwear,7,Black,1,999.00,0,999.00,UPI,Female,Adult (31-45),Women,INV000598,12:16:00,P21-7-BLACK
S001188,2026-08-09,Sunday,Kids Sports Shoes,Footwear,11C,Black,1,899.00,20,719.20,UPI,Male,Adult (31-45),Kids,INV000599,17:25:00,P22-11C-BLACK
S001189,2026-08-09,Sunday,Basic Crew T-Shirt,Tops,M,Olive,1,399.00,0,399.00,UPI,Male,Adult (31-45),Men,INV000600,11:00:00,P01-M-OLIVE
S001190,2026-08-09,Sunday,Kids Cartoon Tee,Tops,6-7Y,Red,1,399.00,0,399.00,UPI,Male,Adult (31-45),Kids,INV000600,11:00:00,P15-67Y-RED
S001191,2026-08-09,Sunday,Denim Jeggings,Bottoms,XS,Black,1,999.00,0,999.00,UPI,Male,Adult (31-45),Women,INV000600,11:00:00,P10-XS-BLACK
S001192,2026-08-09,Sunday,Graphic Tee,Tops,L,Red,2,499.00,0,998.00,UPI,Male,Adult (31-45),Men,INV000600,11:00:00,P06-L-RED
S001193,2026-08-09,Sunday,Basic Crew T-Shirt,Tops,L,Black,1,399.00,0,399.00,UPI,Female,Young Adult (20-30),Men,INV000601,17:25:00,P01-L-BLACK
S001194,2026-08-09,Sunday,Sling Bag,Accessories,OneSize,Black,2,699.00,0,1398.00,UPI,Female,Young Adult (20-30),Accessories,INV000601,17:25:00,P25-ONESIZE-BLACK
S001195,2026-08-09,Sunday,Graphic Tee,Tops,S,White,1,499.00,0,499.00,UPI,Female,Young Adult (20-30),Men,INV000601,17:25:00,P06-S-WHITE
S001196,2026-08-09,Sunday,Women Flats,Footwear,8,Black,1,799.00,0,799.00,Card,Male,Young Adult (20-30),Women,INV000602,11:27:00,P32-8-BLACK
S001197,2026-08-09,Sunday,Belt,Accessories,36,Brown,1,399.00,0,399.00,Card,Male,Young Adult (20-30),Accessories,INV000602,11:27:00,P26-36-BROWN
S001198,2026-08-09,Sunday,Kids Joggers,Bottoms,8-9Y,Navy,1,699.00,0,699.00,UPI,Male,Young Adult (20-30),Kids,INV000603,12:06:00,P19-89Y-NAVY
S001199,2026-08-09,Sunday,Polo T-Shirt,Tops,XL,Maroon,1,699.00,0,699.00,UPI,Male,Young Adult (20-30),Men,INV000603,12:06:00,P02-XL-MAROON
S001200,2026-08-09,Sunday,Straight Pants,Bottoms,S,Navy,1,799.00,0,799.00,UPI,Female,Teen (13-19),Women,INV000604,21:02:00,P09-S-NAVY
S001201,2026-08-09,Sunday,Printed Top,Tops,M,Blue,1,699.00,0,699.00,UPI,Female,Teen (13-19),Women,INV000604,21:02:00,P12-M-BLUE
S001202,2026-08-09,Sunday,Basic Crew T-Shirt,Tops,XL,Black,1,399.00,0,399.00,UPI,Female,Young Adult (20-30),Men,INV000605,12:51:00,P01-XL-BLACK
S001203,2026-08-09,Sunday,Basic Crew T-Shirt,Tops,XL,Olive,1,399.00,0,399.00,UPI,Female,Young Adult (20-30),Men,INV000605,12:51:00,P01-XL-OLIVE
S001204,2026-08-09,Sunday,Floral Kurti,Ethnic Wear,XS,Pink,2,1199.00,0,2398.00,Cash,Female,Young Adult (20-30),Women,INV000606,13:05:00,P08-XS-PINK
S001205,2026-08-09,Sunday,Straight Pants,Bottoms,L,Navy,1,799.00,0,799.00,UPI,Female,Teen (13-19),Women,INV000607,16:23:00,P09-L-NAVY
S001206,2026-08-09,Sunday,Kids Sports Shoes,Footwear,10C,Pink,1,899.00,20,719.20,UPI,Female,Teen (13-19),Kids,INV000607,16:23:00,P22-10C-PINK
S001207,2026-08-09,Sunday,Sneakers,Footwear,9,White,1,1499.00,0,1499.00,UPI,Female,Teen (13-19),Men,INV000607,16:23:00,P20-9-WHITE
S001208,2026-08-09,Sunday,Chino Trousers,Bottoms,32,Olive,1,1099.00,0,1099.00,UPI,Male,Young Adult (20-30),Men,INV000608,11:21:00,P04-32-OLIVE
S001209,2026-08-09,Sunday,Formal Shirt,Tops,M,White,1,999.00,0,999.00,UPI,Male,Young Adult (20-30),Men,INV000609,21:06:00,P05-M-WHITE
S001210,2026-08-09,Sunday,Graphic Tee,Tops,L,White,1,499.00,0,499.00,UPI,Male,Young Adult (20-30),Men,INV000609,21:06:00,P06-L-WHITE
S001211,2026-08-09,Sunday,Kids Sports Shoes,Footwear,12C,Blue,1,899.00,20,719.20,UPI,Male,Young Adult (20-30),Kids,INV000609,21:06:00,P22-12C-BLUE
S001212,2026-08-09,Sunday,Cotton Kurti,Ethnic Wear,XL,Maroon,1,999.00,0,999.00,Card,Female,Adult (31-45),Women,INV000610,18:01:00,P07-XL-MAROON
S001213,2026-08-09,Sunday,Palazzo Kurta Set,Ethnic Wear,M,Teal,2,1399.00,0,2798.00,Card,Female,Adult (31-45),Women,INV000610,18:01:00,P14-M-TEAL
S001214,2026-08-09,Sunday,Denim Jeggings,Bottoms,M,Black,1,999.00,0,999.00,UPI,Male,Senior (46+),Women,INV000611,13:09:00,P10-M-BLACK
S001215,2026-08-09,Sunday,Floral Kurti,Ethnic Wear,M,Green,1,1199.00,0,1199.00,UPI,Male,Senior (46+),Women,INV000611,13:09:00,P08-M-GREEN
S001216,2026-08-09,Sunday,Kids Cartoon Tee,Tops,6-7Y,Red,1,399.00,0,399.00,Cash,Male,Teen (13-19),Kids,INV000612,18:40:00,P15-67Y-RED
S001217,2026-08-09,Sunday,Denim Jeggings,Bottoms,S,Indigo,1,999.00,0,999.00,Cash,Male,Teen (13-19),Women,INV000612,18:40:00,P10-S-INDIGO
S001218,2026-08-09,Sunday,Sneakers,Footwear,7,Grey,1,1499.00,0,1499.00,Cash,Male,Teen (13-19),Men,INV000612,18:40:00,P20-7-GREY
S001219,2026-08-09,Sunday,Kids Cartoon Tee,Tops,4-5Y,Yellow,2,399.00,0,798.00,UPI,Male,Adult (31-45),Kids,INV000613,20:43:00,P15-45Y-YELLOW
S001220,2026-08-09,Sunday,Basic Crew T-Shirt,Tops,M,Black,1,399.00,0,399.00,Card,Female,Adult (31-45),Men,INV000614,17:36:00,P01-M-BLACK
S001221,2026-08-09,Sunday,Floral Kurti,Ethnic Wear,M,Blue,1,1199.00,0,1199.00,Card,Female,Adult (31-45),Women,INV000614,17:36:00,P08-M-BLUE
S001222,2026-08-09,Sunday,Graphic Tee,Tops,M,White,1,499.00,0,499.00,UPI,Female,Adult (31-45),Men,INV000615,20:25:00,P06-M-WHITE
S001223,2026-08-09,Sunday,Slim Fit Jeans,Bottoms,34,Light Blue,1,1299.00,0,1299.00,UPI,Female,Adult (31-45),Men,INV000615,20:25:00,P03-34-LIGHTBLU
S001224,2026-08-09,Sunday,Polo T-Shirt,Tops,M,Navy,2,699.00,0,1398.00,UPI,Female,Adult (31-45),Men,INV000615,20:25:00,P02-M-NAVY
S001225,2026-08-09,Sunday,Slim Fit Jeans,Bottoms,30,Black,1,1299.00,0,1299.00,Cash,Female,Young Adult (20-30),Men,INV000616,10:54:00,P03-30-BLACK
S001226,2026-08-09,Sunday,Sneakers,Footwear,9,White,1,1499.00,0,1499.00,Cash,Female,Young Adult (20-30),Men,INV000616,10:54:00,P20-9-WHITE
S001227,2026-08-09,Sunday,Crop Top,Tops,M,Black,1,599.00,0,599.00,Cash,Female,Young Adult (20-30),Women,INV000616,10:54:00,P11-M-BLACK
S001228,2026-08-09,Sunday,Basic Crew T-Shirt,Tops,M,Black,1,399.00,0,399.00,Cash,Female,Young Adult (20-30),Men,INV000616,10:54:00,P01-M-BLACK
S001229,2026-08-09,Sunday,Flip Flops,Footwear,8,Navy,1,399.00,0,399.00,Cash,Female,Senior (46+),Men,INV000617,17:18:00,P23-8-NAVY
S001230,2026-08-09,Sunday,Basic Crew T-Shirt,Tops,L,White,1,399.00,0,399.00,UPI,Male,Teen (13-19),Men,INV000618,16:49:00,P01-L-WHITE
S001231,2026-08-09,Sunday,Sandals,Footwear,6,Black,1,999.00,0,999.00,Card,Female,Young Adult (20-30),Women,INV000619,19:34:00,P21-6-BLACK
S001232,2026-08-09,Sunday,Basic Crew T-Shirt,Tops,M,Olive,2,399.00,0,798.00,Card,Female,Young Adult (20-30),Men,INV000619,19:34:00,P01-M-OLIVE
S001233,2026-08-09,Sunday,Polo T-Shirt,Tops,XL,Maroon,1,699.00,0,699.00,Card,Female,Young Adult (20-30),Men,INV000619,19:34:00,P02-XL-MAROON
S001234,2026-08-09,Sunday,Anarkali Kurta Set,Ethnic Wear,S,Navy,1,1799.00,0,1799.00,UPI,Other,Teen (13-19),Women,INV000620,12:52:00,P13-S-NAVY
S001235,2026-08-09,Sunday,Basic Crew T-Shirt,Tops,M,White,1,399.00,0,399.00,Cash,Female,Adult (31-45),Men,INV000621,11:44:00,P01-M-WHITE
S001236,2026-08-09,Sunday,Slim Fit Jeans,Bottoms,32,Light Blue,1,1299.00,0,1299.00,Cash,Female,Adult (31-45),Men,INV000621,11:44:00,P03-32-LIGHTBLU
S001237,2026-08-09,Sunday,Cotton Kurti,Ethnic Wear,L,Mustard,1,999.00,0,999.00,Cash,Female,Adult (31-45),Women,INV000621,11:44:00,P07-L-MUSTARD
S001238,2026-08-09,Sunday,Kids Denim Shorts,Bottoms,4-5Y,Black,1,599.00,0,599.00,Cash,Female,Adult (31-45),Kids,INV000621,11:44:00,P16-45Y-BLACK
S001239,2026-08-09,Sunday,Kids Denim Shorts,Bottoms,6-7Y,Blue,1,599.00,0,599.00,UPI,Male,Adult (31-45),Kids,INV000622,15:56:00,P16-67Y-BLUE
S001240,2026-08-09,Sunday,Graphic Tee,Tops,M,Black,1,499.00,0,499.00,UPI,Male,Adult (31-45),Men,INV000622,15:56:00,P06-M-BLACK
S001241,2026-08-09,Sunday,Sandals,Footwear,6,Gold,1,999.00,0,999.00,UPI,Male,Adult (31-45),Women,INV000622,15:56:00,P21-6-GOLD
S001242,2026-08-09,Sunday,Cotton Kurti,Ethnic Wear,M,Teal,1,999.00,0,999.00,UPI,Male,Adult (31-45),Women,INV000622,15:56:00,P07-M-TEAL
S001243,2026-08-09,Sunday,Graphic Tee,Tops,M,White,1,499.00,0,499.00,UPI,Male,Adult (31-45),Men,INV000622,15:56:00,P06-M-WHITE
S001244,2026-08-09,Sunday,Sneakers,Footwear,8,Black,1,1499.00,0,1499.00,UPI,Male,Young Adult (20-30),Men,INV000623,17:33:00,P20-8-BLACK
S001245,2026-08-09,Sunday,Printed Top,Tops,L,Red,1,699.00,0,699.00,UPI,Male,Young Adult (20-30),Women,INV000623,17:33:00,P12-L-RED
S001246,2026-08-09,Sunday,Floral Kurti,Ethnic Wear,S,Pink,1,1199.00,0,1199.00,UPI,Male,Teen (13-19),Women,INV000624,15:59:00,P08-S-PINK
S001247,2026-08-09,Sunday,Kids Joggers,Bottoms,6-7Y,Black,1,699.00,0,699.00,UPI,Male,Teen (13-19),Kids,INV000624,15:59:00,P19-67Y-BLACK
S001248,2026-08-09,Sunday,Kids Lehenga Set,Ethnic Wear,2-3Y,Pink,1,1299.00,0,1299.00,UPI,Male,Teen (13-19),Kids,INV000624,15:59:00,P18-23Y-PINK
S001249,2026-08-09,Sunday,Straight Pants,Bottoms,XL,Beige,1,799.00,0,799.00,UPI,Male,Teen (13-19),Women,INV000624,15:59:00,P09-XL-BEIGE
S001250,2026-08-09,Sunday,Kids Denim Shorts,Bottoms,8-9Y,Black,1,599.00,0,599.00,UPI,Male,Teen (13-19),Kids,INV000624,15:59:00,P16-89Y-BLACK
S001251,2026-08-09,Sunday,Straight Pants,Bottoms,L,Black,1,799.00,0,799.00,Card,Male,Adult (31-45),Women,INV000625,19:31:00,P09-L-BLACK
S001252,2026-08-09,Sunday,Basic Crew T-Shirt,Tops,M,White,1,399.00,0,399.00,Card,Male,Adult (31-45),Men,INV000625,19:31:00,P01-M-WHITE
S001253,2026-08-09,Sunday,Graphic Tee,Tops,XL,Black,1,499.00,0,499.00,Cash,Female,Teen (13-19),Men,INV000626,20:50:00,P06-XL-BLACK
S001254,2026-08-09,Sunday,Basic Crew T-Shirt,Tops,M,Olive,2,399.00,0,798.00,Cash,Male,Young Adult (20-30),Men,INV000627,20:23:00,P01-M-OLIVE
S001255,2026-08-09,Sunday,Printed Top,Tops,XL,Red,2,699.00,0,1398.00,Cash,Male,Young Adult (20-30),Women,INV000627,20:23:00,P12-XL-RED
S001256,2026-08-09,Sunday,Crop Top,Tops,L,Black,2,599.00,0,1198.00,Card,Female,Young Adult (20-30),Women,INV000628,12:38:00,P11-L-BLACK
S001257,2026-08-09,Sunday,Belt,Accessories,32,Black,1,399.00,0,399.00,UPI,Male,Teen (13-19),Accessories,INV000629,14:57:00,P26-32-BLACK
S001258,2026-08-09,Sunday,Women Flats,Footwear,5,Silver,1,799.00,0,799.00,UPI,Male,Teen (13-19),Women,INV000629,14:57:00,P32-5-SILVER
S001259,2026-08-09,Sunday,Kids Cartoon Tee,Tops,8-9Y,Blue,1,399.00,0,399.00,Card,Male,Young Adult (20-30),Kids,INV000630,15:48:00,P15-89Y-BLUE
S001260,2026-08-09,Sunday,Kids Sports Shoes,Footwear,13C,Blue,1,899.00,20,719.20,Card,Male,Young Adult (20-30),Kids,INV000630,15:48:00,P22-13C-BLUE
S001261,2026-08-09,Sunday,Kids Cartoon Tee,Tops,4-5Y,Yellow,1,399.00,0,399.00,Cash,Female,Teen (13-19),Kids,INV000631,15:56:00,P15-45Y-YELLOW
S001262,2026-08-09,Sunday,Graphic Tee,Tops,L,White,1,499.00,0,499.00,UPI,Male,Young Adult (20-30),Men,INV000632,19:59:00,P06-L-WHITE
S001263,2026-08-09,Sunday,Basic Crew T-Shirt,Tops,L,Navy,1,399.00,0,399.00,UPI,Male,Young Adult (20-30),Men,INV000632,19:59:00,P01-L-NAVY
S001264,2026-08-09,Sunday,Cotton Kurti,Ethnic Wear,L,Teal,1,999.00,0,999.00,Cash,Female,Teen (13-19),Women,INV000633,18:31:00,P07-L-TEAL
S001265,2026-08-09,Sunday,Hair Accessories Set,Accessories,OneSize,Black,1,199.00,0,199.00,Cash,Female,Teen (13-19),Accessories,INV000634,11:22:00,P28-ONESIZE-BLACK
S001266,2026-08-09,Sunday,Slim Fit Jeans,Bottoms,34,Black,1,1299.00,0,1299.00,UPI,Female,Young Adult (20-30),Men,INV000635,12:46:00,P03-34-BLACK
S001267,2026-08-09,Sunday,Slim Fit Jeans,Bottoms,30,Navy,1,1299.00,0,1299.00,UPI,Male,Young Adult (20-30),Men,INV000636,20:11:00,P03-30-NAVY
S001268,2026-08-09,Sunday,Straight Pants,Bottoms,L,Beige,1,799.00,0,799.00,Card,Female,Senior (46+),Women,INV000637,15:51:00,P09-L-BEIGE
S001269,2026-08-09,Sunday,Kids Joggers,Bottoms,6-7Y,Grey,1,699.00,0,699.00,UPI,Female,Young Adult (20-30),Kids,INV000638,21:21:00,P19-67Y-GREY
S001270,2026-08-09,Sunday,Slim Fit Jeans,Bottoms,34,Navy,1,1299.00,0,1299.00,UPI,Female,Young Adult (20-30),Men,INV000638,21:21:00,P03-34-NAVY
S001271,2026-08-09,Sunday,Crop Top,Tops,S,White,1,599.00,0,599.00,Card,Male,Young Adult (20-30),Women,INV000639,13:14:00,P11-S-WHITE
S001272,2026-08-09,Sunday,Chino Trousers,Bottoms,30,Navy,1,1099.00,0,1099.00,Card,Male,Young Adult (20-30),Men,INV000640,13:12:00,P04-30-NAVY
S001273,2026-08-09,Sunday,Polo T-Shirt,Tops,M,Grey,1,699.00,0,699.00,Card,Male,Young Adult (20-30),Men,INV000640,13:12:00,P02-M-GREY
S001274,2026-08-09,Sunday,Basic Crew T-Shirt,Tops,XL,Black,1,399.00,0,399.00,UPI,Female,Young Adult (20-30),Men,INV000641,21:09:00,P01-XL-BLACK
S001275,2026-08-09,Sunday,Basic Crew T-Shirt,Tops,XL,White,1,399.00,0,399.00,UPI,Female,Young Adult (20-30),Men,INV000641,21:09:00,P01-XL-WHITE
S001276,2026-08-09,Sunday,Chino Trousers,Bottoms,36,Navy,1,1099.00,0,1099.00,UPI,Male,Adult (31-45),Men,INV000642,20:34:00,P04-36-NAVY
S001277,2026-08-09,Sunday,Kids Cartoon Tee,Tops,2-3Y,Red,1,399.00,0,399.00,UPI,Male,Adult (31-45),Kids,INV000642,20:34:00,P15-23Y-RED
S001278,2026-08-09,Sunday,Basic Crew T-Shirt,Tops,XL,White,1,399.00,0,399.00,UPI,Male,Adult (31-45),Men,INV000642,20:34:00,P01-XL-WHITE
S001279,2026-08-09,Sunday,Printed Top,Tops,M,White,1,699.00,0,699.00,Card,Female,Teen (13-19),Women,INV000643,18:58:00,P12-M-WHITE
S001280,2026-08-09,Sunday,Graphic Tee,Tops,M,Red,1,499.00,0,499.00,Card,Female,Young Adult (20-30),Men,INV000644,16:08:00,P06-M-RED
S001281,2026-08-09,Sunday,Crop Top,Tops,M,Black,2,599.00,0,1198.00,Card,Female,Young Adult (20-30),Women,INV000644,16:08:00,P11-M-BLACK
S001282,2026-08-09,Sunday,Palazzo Kurta Set,Ethnic Wear,L,Teal,1,1399.00,0,1399.00,Card,Male,Adult (31-45),Women,INV000645,17:07:00,P14-L-TEAL
S001283,2026-08-09,Sunday,Printed Top,Tops,S,White,1,699.00,0,699.00,Card,Male,Adult (31-45),Women,INV000645,17:07:00,P12-S-WHITE
S001284,2026-08-09,Sunday,Slim Fit Jeans,Bottoms,34,Navy,1,1299.00,0,1299.00,UPI,Male,Adult (31-45),Men,INV000646,17:23:00,P03-34-NAVY
S001285,2026-08-09,Sunday,Denim Jeggings,Bottoms,M,Black,1,999.00,0,999.00,Card,Female,Adult (31-45),Women,INV000647,14:06:00,P10-M-BLACK
S001286,2026-08-09,Sunday,Formal Shirt,Tops,M,White,1,999.00,0,999.00,Card,Female,Adult (31-45),Men,INV000647,14:06:00,P05-M-WHITE
S001287,2026-08-09,Sunday,Flip Flops,Footwear,10,Black,1,399.00,0,399.00,UPI,Male,Senior (46+),Men,INV000648,12:49:00,P23-10-BLACK
S001288,2026-08-09,Sunday,Kids Ethnic Kurta Set,Ethnic Wear,2-3Y,Mustard,1,999.00,0,999.00,UPI,Male,Senior (46+),Kids,INV000648,12:49:00,P17-23Y-MUSTARD
S001289,2026-08-09,Sunday,Women Flats,Footwear,4,Silver,1,799.00,0,799.00,UPI,Male,Senior (46+),Women,INV000648,12:49:00,P32-4-SILVER
S001290,2026-08-09,Sunday,Flip Flops,Footwear,7,Navy,1,399.00,0,399.00,UPI,Male,Senior (46+),Men,INV000648,12:49:00,P23-7-NAVY
S001291,2026-08-09,Sunday,Basic Crew T-Shirt,Tops,L,Olive,2,399.00,0,798.00,UPI,Male,Adult (31-45),Men,INV000649,16:11:00,P01-L-OLIVE
S001292,2026-08-09,Sunday,Kids Ethnic Kurta Set,Ethnic Wear,2-3Y,Maroon,1,999.00,0,999.00,UPI,Male,Adult (31-45),Kids,INV000649,16:11:00,P17-23Y-MAROON
S001293,2026-08-09,Sunday,Graphic Tee,Tops,M,Red,1,499.00,0,499.00,Card,Male,Teen (13-19),Men,INV000650,12:08:00,P06-M-RED
S001294,2026-08-09,Sunday,Kids Cartoon Tee,Tops,2-3Y,Blue,1,399.00,0,399.00,UPI,Male,Young Adult (20-30),Kids,INV000651,13:01:00,P15-23Y-BLUE
S001295,2026-08-09,Sunday,Basic Crew T-Shirt,Tops,XL,Navy,1,399.00,0,399.00,UPI,Male,Young Adult (20-30),Men,INV000651,13:01:00,P01-XL-NAVY
S001296,2026-08-09,Sunday,Kids Denim Shorts,Bottoms,6-7Y,Black,1,599.00,0,599.00,UPI,Male,Young Adult (20-30),Kids,INV000652,12:39:00,P16-67Y-BLACK
S001297,2026-08-09,Sunday,Women Flats,Footwear,4,Black,1,799.00,0,799.00,UPI,Male,Teen (13-19),Women,INV000653,18:21:00,P32-4-BLACK
S001298,2026-08-09,Sunday,Belt,Accessories,38,Black,1,399.00,0,399.00,UPI,Male,Teen (13-19),Accessories,INV000653,18:21:00,P26-38-BLACK
S001299,2026-08-09,Sunday,Kids Cartoon Tee,Tops,4-5Y,Blue,1,399.00,0,399.00,Cash,Male,Young Adult (20-30),Kids,INV000654,19:59:00,P15-45Y-BLUE
S001300,2026-08-09,Sunday,Straight Pants,Bottoms,S,Black,1,799.00,0,799.00,Cash,Male,Young Adult (20-30),Women,INV000654,19:59:00,P09-S-BLACK
S001301,2026-08-09,Sunday,Graphic Tee,Tops,L,White,1,499.00,0,499.00,UPI,Male,Young Adult (20-30),Men,INV000655,21:09:00,P06-L-WHITE
S001302,2026-08-09,Sunday,Belt,Accessories,34,Brown,2,399.00,0,798.00,UPI,Female,Young Adult (20-30),Accessories,INV000656,16:38:00,P26-34-BROWN
S001303,2026-08-09,Sunday,Straight Pants,Bottoms,S,Navy,1,799.00,0,799.00,UPI,Female,Adult (31-45),Women,INV000657,21:13:00,P09-S-NAVY
S001304,2026-08-09,Sunday,Ethnic Dupatta,Accessories,OneSize,Mustard,1,599.00,0,599.00,UPI,Female,Adult (31-45),Women,INV000657,21:13:00,P31-ONESIZE-MUSTARD
S001305,2026-08-09,Sunday,Basic Crew T-Shirt,Tops,M,Black,1,399.00,0,399.00,UPI,Female,Adult (31-45),Men,INV000657,21:13:00,P01-M-BLACK
S001306,2026-08-09,Sunday,Straight Pants,Bottoms,S,Navy,1,799.00,0,799.00,UPI,Female,Teen (13-19),Women,INV000658,14:50:00,P09-S-NAVY
S001307,2026-08-09,Sunday,Straight Pants,Bottoms,L,Black,1,799.00,0,799.00,Card,Female,Young Adult (20-30),Women,INV000659,20:40:00,P09-L-BLACK
S001308,2026-08-09,Sunday,Crop Top,Tops,XS,Black,1,599.00,0,599.00,Card,Female,Young Adult (20-30),Women,INV000659,20:40:00,P11-XS-BLACK
S001309,2026-08-09,Sunday,Floral Kurti,Ethnic Wear,L,Green,1,1199.00,0,1199.00,Card,Female,Young Adult (20-30),Women,INV000659,20:40:00,P08-L-GREEN
S001310,2026-08-09,Sunday,Slim Fit Jeans,Bottoms,32,Navy,1,1299.00,0,1299.00,UPI,Male,Teen (13-19),Men,INV000660,12:16:00,P03-32-NAVY
S001311,2026-08-09,Sunday,Printed Top,Tops,L,Blue,1,699.00,0,699.00,UPI,Female,Young Adult (20-30),Women,INV000661,17:04:00,P12-L-BLUE
S001312,2026-08-09,Sunday,Kids Cartoon Tee,Tops,2-3Y,Red,1,399.00,0,399.00,Card,Female,Young Adult (20-30),Kids,INV000662,18:06:00,P15-23Y-RED
S001313,2026-08-09,Sunday,Women Flats,Footwear,7,Black,1,799.00,0,799.00,Card,Female,Young Adult (20-30),Women,INV000662,18:06:00,P32-7-BLACK
S001314,2026-08-09,Sunday,Basic Crew T-Shirt,Tops,XL,Black,1,399.00,0,399.00,Card,Male,Senior (46+),Men,INV000663,16:53:00,P01-XL-BLACK
S001315,2026-08-09,Sunday,Straight Pants,Bottoms,L,Beige,1,799.00,0,799.00,Card,Male,Senior (46+),Women,INV000663,16:53:00,P09-L-BEIGE
S001316,2026-08-09,Sunday,Hair Accessories Set,Accessories,OneSize,Pink,1,199.00,0,199.00,Card,Male,Senior (46+),Accessories,INV000663,16:53:00,P28-ONESIZE-PINK
S001317,2026-08-09,Sunday,Flip Flops,Footwear,10,Navy,1,399.00,0,399.00,Card,Male,Senior (46+),Men,INV000663,16:53:00,P23-10-NAVY
S001318,2026-08-09,Sunday,Slim Fit Jeans,Bottoms,30,Navy,1,1299.00,0,1299.00,Card,Male,Senior (46+),Men,INV000663,16:53:00,P03-30-NAVY
S001319,2026-08-09,Sunday,Kids Lehenga Set,Ethnic Wear,8-9Y,Mint,1,1299.00,0,1299.00,UPI,Male,Adult (31-45),Kids,INV000664,16:26:00,P18-89Y-MINT
S001320,2026-08-09,Sunday,Printed Top,Tops,S,Red,1,699.00,0,699.00,Card,Female,Adult (31-45),Women,INV000665,17:54:00,P12-S-RED
S001321,2026-08-09,Sunday,Printed Top,Tops,L,Blue,1,699.00,0,699.00,Card,Female,Adult (31-45),Women,INV000665,17:54:00,P12-L-BLUE
S001322,2026-08-09,Sunday,Sandals,Footwear,8,Tan,1,999.00,0,999.00,Card,Female,Adult (31-45),Women,INV000665,17:54:00,P21-8-TAN
S001323,2026-08-09,Sunday,Palazzo Kurta Set,Ethnic Wear,S,Maroon,1,1399.00,0,1399.00,Card,Male,Young Adult (20-30),Women,INV000666,18:09:00,P14-S-MAROON
S001324,2026-08-09,Sunday,Formal Shirt,Tops,M,Grey,1,999.00,0,999.00,UPI,Male,Young Adult (20-30),Men,INV000667,10:54:00,P05-M-GREY
S001325,2026-08-09,Sunday,Polo T-Shirt,Tops,M,Navy,1,699.00,0,699.00,UPI,Male,Young Adult (20-30),Men,INV000667,10:54:00,P02-M-NAVY
S001326,2026-08-09,Sunday,Flip Flops,Footwear,7,Grey,1,399.00,0,399.00,UPI,Male,Teen (13-19),Men,INV000668,15:26:00,P23-7-GREY
S001327,2026-08-09,Sunday,Kids Joggers,Bottoms,2-3Y,Black,1,699.00,0,699.00,UPI,Male,Adult (31-45),Kids,INV000669,21:29:00,P19-23Y-BLACK
S001328,2026-08-09,Sunday,Polo T-Shirt,Tops,S,Maroon,1,699.00,0,699.00,UPI,Male,Adult (31-45),Men,INV000669,21:29:00,P02-S-MAROON
S001329,2026-08-09,Sunday,Sling Bag,Accessories,OneSize,Pink,1,699.00,0,699.00,Card,Male,Adult (31-45),Accessories,INV000670,13:11:00,P25-ONESIZE-PINK
S001330,2026-08-09,Sunday,Formal Shirt,Tops,XL,Blue,1,999.00,0,999.00,Card,Male,Adult (31-45),Men,INV000670,13:11:00,P05-XL-BLUE
S001331,2026-08-09,Sunday,Denim Jeggings,Bottoms,M,Black,1,999.00,0,999.00,Card,Male,Adult (31-45),Women,INV000670,13:11:00,P10-M-BLACK
S001332,2026-08-09,Sunday,Cotton Kurti,Ethnic Wear,M,Teal,1,999.00,0,999.00,UPI,Male,Adult (31-45),Women,INV000671,16:37:00,P07-M-TEAL
S001333,2026-08-09,Sunday,Basic Crew T-Shirt,Tops,S,Olive,1,399.00,0,399.00,Cash,Female,Adult (31-45),Men,INV000672,20:09:00,P01-S-OLIVE
S001334,2026-08-09,Sunday,Hair Accessories Set,Accessories,OneSize,Black,1,199.00,0,199.00,Cash,Female,Adult (31-45),Accessories,INV000672,20:09:00,P28-ONESIZE-BLACK
S001335,2026-08-09,Sunday,Kids Denim Shorts,Bottoms,2-3Y,Black,1,599.00,0,599.00,Card,Female,Teen (13-19),Kids,INV000673,15:50:00,P16-23Y-BLACK
S001336,2026-08-09,Sunday,Basic Crew T-Shirt,Tops,L,Navy,1,399.00,0,399.00,Card,Male,Teen (13-19),Men,INV000674,19:57:00,P01-L-NAVY
S001337,2026-08-09,Sunday,Palazzo Kurta Set,Ethnic Wear,L,Teal,1,1399.00,0,1399.00,Card,Male,Teen (13-19),Women,INV000674,19:57:00,P14-L-TEAL
S001338,2026-08-09,Sunday,Basic Crew T-Shirt,Tops,M,Olive,1,399.00,0,399.00,UPI,Female,Young Adult (20-30),Men,INV000675,15:47:00,P01-M-OLIVE
S001339,2026-08-09,Sunday,Basic Crew T-Shirt,Tops,XL,White,1,399.00,0,399.00,UPI,Female,Young Adult (20-30),Men,INV000676,15:53:00,P01-XL-WHITE
